event_id,timestamp,user_id,device_id,event_type,source_ip,source_port,destination_ip,destination_port,process,parent_process,resource,ioc_match,matched_ioc_id,matched_ioc_type,matched_ioc_value,threat_name,ioc_severity,ioc_confidence,ioc_source
RT-53205bcb6a8d,2026-09-09T13:40:01.113382+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63520,,,TCP_CONNECTION,False,,,,,,,
RT-ea7b8ddc518c,2026-09-09T13:40:01.115124+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,50496,,,TCP_CONNECTION,False,,,,,,,
RT-136f3de7d285,2026-09-09T13:40:01.116859+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,51338,,,TCP_CONNECTION,False,,,,,,,
RT-e8e15657e379,2026-09-09T13:40:01.118668+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,50355,,,TCP_CONNECTION,False,,,,,,,
RT-6cebcf00d796,2026-09-09T13:40:01.120316+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,50428,,,TCP_CONNECTION,False,,,,,,,
RT-58fd1e8eb7dc,2026-09-09T13:40:01.122746+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55807,,,TCP_CONNECTION,False,,,,,,,
RT-1b2435b9fea2,2026-09-09T13:40:01.124977+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55346,,,TCP_CONNECTION,False,,,,,,,
RT-1e0b3ff1b471,2026-09-09T13:40:01.128549+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54149,,,TCP_CONNECTION,False,,,,,,,
RT-683338c8b335,2026-09-09T13:40:01.130707+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,51168,,,TCP_CONNECTION,False,,,,,,,
RT-5b9ed5d4c2f0,2026-09-09T13:40:01.132860+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,64752,,,TCP_CONNECTION,False,,,,,,,
RT-06b66c194842,2026-09-09T13:40:01.135275+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54694,,,TCP_CONNECTION,False,,,,,,,
RT-b66bde201278,2026-09-09T13:40:01.137382+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63622,,,TCP_CONNECTION,False,,,,,,,
RT-43929d89b416,2026-09-09T13:40:01.139339+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55057,,,TCP_CONNECTION,False,,,,,,,
RT-9efaafcbddd7,2026-09-09T13:40:01.142128+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54883,,,TCP_CONNECTION,False,,,,,,,
RT-aa3f41616942,2026-09-09T13:40:01.144976+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63712,,,TCP_CONNECTION,False,,,,,,,
RT-005e910864df,2026-09-09T13:40:01.147576+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63616,,,TCP_CONNECTION,False,,,,,,,
RT-6cd27d89d1c5,2026-09-09T13:40:01.149854+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54679,,,TCP_CONNECTION,False,,,,,,,
RT-eb1f645cb76d,2026-09-09T13:40:01.152201+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55368,,,TCP_CONNECTION,False,,,,,,,
RT-d492292aa127,2026-09-09T13:40:01.154101+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,51381,,,TCP_CONNECTION,False,,,,,,,
RT-5a5c12471dd6,2026-09-09T13:40:01.156322+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63440,,,TCP_CONNECTION,False,,,,,,,
RT-7a26c16ea23d,2026-09-09T13:40:01.159510+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54503,,,TCP_CONNECTION,False,,,,,,,
RT-f1c289844ccb,2026-09-09T13:40:01.162324+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55470,,,TCP_CONNECTION,False,,,,,,,
RT-594c6aaef3bb,2026-09-09T13:40:01.164545+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63220,,,TCP_CONNECTION,False,,,,,,,
RT-5fb8587cee6d,2026-09-09T13:40:01.166614+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54758,,,TCP_CONNECTION,False,,,,,,,
RT-07666dfbbd47,2026-09-09T13:40:01.168802+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,51200,,,TCP_CONNECTION,False,,,,,,,
RT-a054e97d3876,2026-09-09T13:40:01.170868+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55987,,,TCP_CONNECTION,False,,,,,,,
RT-134aca1a36a3,2026-09-09T13:40:01.173414+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,61321,,,TCP_CONNECTION,False,,,,,,,
RT-5bdca0494f3a,2026-09-09T13:40:01.175951+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,51199,,,TCP_CONNECTION,False,,,,,,,
RT-21cc80c7c023,2026-09-09T13:40:01.178703+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55997,,,TCP_CONNECTION,False,,,,,,,
RT-0f1aef85d71f,2026-09-09T13:40:01.180738+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,64883,,,TCP_CONNECTION,False,,,,,,,
RT-421af7946d5e,2026-09-09T13:40:01.182879+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,65177,,,TCP_CONNECTION,False,,,,,,,
RT-4f5892dac737,2026-09-09T13:40:01.185162+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54350,,,TCP_CONNECTION,False,,,,,,,
RT-3ded9b656f04,2026-09-09T13:40:01.187004+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54378,,,TCP_CONNECTION,False,,,,,,,
RT-96ae8b743414,2026-09-09T13:40:01.189780+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55563,,,TCP_CONNECTION,False,,,,,,,
RT-dbf3d746ac2a,2026-09-09T13:40:01.192182+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,64765,,,TCP_CONNECTION,False,,,,,,,
RT-c754a914af4f,2026-09-09T13:40:01.194905+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63183,,,TCP_CONNECTION,False,,,,,,,
RT-5397cb326eb8,2026-09-09T13:40:01.197203+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54834,,,TCP_CONNECTION,False,,,,,,,
RT-2b9ef27a6a57,2026-09-09T13:40:01.199453+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54129,,,TCP_CONNECTION,False,,,,,,,
RT-4078d741fade,2026-09-09T13:40:01.201569+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,51549,,,TCP_CONNECTION,False,,,,,,,
RT-ae0aacdb8b01,2026-09-09T13:40:01.203510+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55110,,,TCP_CONNECTION,False,,,,,,,
RT-d486886b9c31,2026-09-09T13:40:01.205905+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54372,,,TCP_CONNECTION,False,,,,,,,
RT-5a9914b58fbb,2026-09-09T13:40:01.208218+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,50597,,,TCP_CONNECTION,False,,,,,,,
RT-02415fa98cb5,2026-09-09T13:40:01.210564+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,50562,,,TCP_CONNECTION,False,,,,,,,
RT-2ef0775f57d8,2026-09-09T13:40:01.212960+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54408,,,TCP_CONNECTION,False,,,,,,,
RT-8824841ffe0c,2026-09-09T13:40:01.215331+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,64854,,,TCP_CONNECTION,False,,,,,,,
RT-e57d3855d8f2,2026-09-09T13:40:01.217102+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54259,,,TCP_CONNECTION,False,,,,,,,
RT-7156aea2d2e2,2026-09-09T13:40:01.218936+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54897,,,TCP_CONNECTION,False,,,,,,,
RT-ac495e3197e3,2026-09-09T13:40:01.221376+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,50386,,,TCP_CONNECTION,False,,,,,,,
RT-20c2835ddaee,2026-09-09T13:40:01.223677+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54128,,,TCP_CONNECTION,False,,,,,,,
RT-aba9f1a6d0d3,2026-09-09T13:40:01.225675+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54914,,,TCP_CONNECTION,False,,,,,,,
RT-b15696512767,2026-09-09T13:40:01.227544+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54136,,,TCP_CONNECTION,False,,,,,,,
RT-be27ef427328,2026-09-09T13:40:01.229203+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63410,,,TCP_CONNECTION,False,,,,,,,
RT-32a9b68af2e7,2026-09-09T13:40:01.230998+00:00,Asus,KISHAN,NETWORK_CONNECTION,192.168.1.103,,52.110.14.147,443,explorer.exe,,TCP_CONNECTION,False,,,,,,,
RT-82ad147c4b89,2026-09-09T13:40:01.232427+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55659,,,TCP_CONNECTION,False,,,,,,,
RT-d5c39ad20261,2026-09-09T13:40:01.233998+00:00,Asus,KISHAN,NETWORK_CONNECTION,192.168.1.103,,57.144.53.32,443,msedgewebview2.exe,,TCP_CONNECTION,False,,,,,,,
RT-9871952bc378,2026-09-09T13:40:01.236218+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54919,,,TCP_CONNECTION,False,,,,,,,
RT-bd99d22f9b61,2026-09-09T13:40:01.238239+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63280,,,TCP_CONNECTION,False,,,,,,,
RT-054a4d58df2e,2026-09-09T13:40:01.240257+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55046,,,TCP_CONNECTION,False,,,,,,,
RT-78ed1bcf17d6,2026-09-09T13:40:01.242007+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54974,,,TCP_CONNECTION,False,,,,,,,
RT-455bc14cdaee,2026-09-09T13:40:01.244083+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63662,,,TCP_CONNECTION,False,,,,,,,
RT-31228f2b7573,2026-09-09T13:40:01.246239+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55908,,,TCP_CONNECTION,False,,,,,,,
RT-44f15ad7296f,2026-09-09T13:40:01.248350+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,64774,,,TCP_CONNECTION,False,,,,,,,
RT-5f28e7eb66a2,2026-09-09T13:40:01.250588+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63725,,,TCP_CONNECTION,False,,,,,,,
RT-c43fc74bfe12,2026-09-09T13:40:01.252750+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54539,,,TCP_CONNECTION,False,,,,,,,
RT-b823a6634b1c,2026-09-09T13:40:01.254974+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,50362,,,TCP_CONNECTION,False,,,,,,,
RT-2d645d9a3473,2026-09-09T13:40:01.257239+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55741,,,TCP_CONNECTION,False,,,,,,,
RT-9b58c4932752,2026-09-09T13:40:01.259333+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55814,,,TCP_CONNECTION,False,,,,,,,
RT-3fd3da722fda,2026-09-09T13:40:01.261683+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,50417,,,TCP_CONNECTION,False,,,,,,,
RT-bb97c4a8f09e,2026-09-09T13:40:01.263786+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54173,,,TCP_CONNECTION,False,,,,,,,
RT-d334e3428a94,2026-09-09T13:40:01.265954+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,56020,,,TCP_CONNECTION,False,,,,,,,
RT-33e3aa108320,2026-09-09T13:40:01.270413+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54380,,,TCP_CONNECTION,False,,,,,,,
RT-a09d61d78e5c,2026-09-09T13:40:01.273665+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,58174,,,TCP_CONNECTION,False,,,,,,,
RT-cefe903ac6f7,2026-09-09T13:40:01.276142+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63506,,,TCP_CONNECTION,False,,,,,,,
RT-c2d0c9ee5a3d,2026-09-09T13:40:01.278940+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54569,,,TCP_CONNECTION,False,,,,,,,
RT-a57af186bb48,2026-09-09T13:40:01.281228+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55550,,,TCP_CONNECTION,False,,,,,,,
RT-81792b0924ce,2026-09-09T13:40:01.283708+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55844,,,TCP_CONNECTION,False,,,,,,,
RT-dcd9fa277ccc,2026-09-09T13:40:01.285946+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,51383,,,TCP_CONNECTION,False,,,,,,,
RT-c636b8932ad6,2026-09-09T13:40:01.288021+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,64781,,,TCP_CONNECTION,False,,,,,,,
RT-20713caa2981,2026-09-09T13:40:01.289985+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,50299,,,TCP_CONNECTION,False,,,,,,,
RT-10b39006f2a7,2026-09-09T13:40:01.291813+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55805,,,TCP_CONNECTION,False,,,,,,,
RT-630d8082cba8,2026-09-09T13:40:01.294271+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54900,,,TCP_CONNECTION,False,,,,,,,
RT-cdd96b3d3054,2026-09-09T13:40:01.296380+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55397,,,TCP_CONNECTION,False,,,,,,,
RT-b81f33602a08,2026-09-09T13:40:01.298562+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54708,,,TCP_CONNECTION,False,,,,,,,
RT-09522931afac,2026-09-09T13:40:01.302360+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,64949,,,TCP_CONNECTION,False,,,,,,,
RT-2f03c7df564e,2026-09-09T13:40:01.305252+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,50459,,,TCP_CONNECTION,False,,,,,,,
RT-d5f34f493814,2026-09-09T13:40:01.307773+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54634,,,TCP_CONNECTION,False,,,,,,,
RT-274d8259185e,2026-09-09T13:40:01.310094+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,58209,,,TCP_CONNECTION,False,,,,,,,
RT-60e566c649b5,2026-09-09T13:40:01.312373+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63661,,,TCP_CONNECTION,False,,,,,,,
RT-01f495842b4b,2026-09-09T13:40:01.314390+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54724,,,TCP_CONNECTION,False,,,,,,,
RT-8d3eb1abd5fc,2026-09-09T13:40:01.316341+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55053,,,TCP_CONNECTION,False,,,,,,,
RT-341be21a97b3,2026-09-09T13:40:01.318314+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54957,,,TCP_CONNECTION,False,,,,,,,
RT-bd14770a1c79,2026-09-09T13:40:01.320213+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,51264,,,TCP_CONNECTION,False,,,,,,,
RT-540274494aca,2026-09-09T13:40:01.322946+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,65098,,,TCP_CONNECTION,False,,,,,,,
RT-c2647362ba95,2026-09-09T13:40:01.324982+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63236,,,TCP_CONNECTION,False,,,,,,,
RT-448e4bf5c6fc,2026-09-09T13:40:01.327365+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54781,,,TCP_CONNECTION,False,,,,,,,
RT-ba1a3d4f10e3,2026-09-09T13:40:01.329451+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54746,,,TCP_CONNECTION,False,,,,,,,
RT-0c4f00125c93,2026-09-09T13:40:01.331987+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,51237,,,TCP_CONNECTION,False,,,,,,,
RT-ce9ef2fc17c5,2026-09-09T13:40:01.334361+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55502,,,TCP_CONNECTION,False,,,,,,,
RT-c9c77e912dcd,2026-09-09T13:40:01.336662+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,51573,,,TCP_CONNECTION,False,,,,,,,
RT-2f96a7a624a2,2026-09-09T13:40:01.338736+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55983,,,TCP_CONNECTION,False,,,,,,,
RT-28375fa3130c,2026-09-09T13:40:01.340950+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55903,,,TCP_CONNECTION,False,,,,,,,
RT-4cb604fb89a4,2026-09-09T13:40:01.343321+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63213,,,TCP_CONNECTION,False,,,,,,,
RT-e9fe61cae851,2026-09-09T13:40:01.346250+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54803,,,TCP_CONNECTION,False,,,,,,,
RT-83a3136c45f4,2026-09-09T13:40:01.348623+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,61351,,,TCP_CONNECTION,False,,,,,,,
RT-cd9b5b7a9ca2,2026-09-09T13:40:01.350558+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,51450,,,TCP_CONNECTION,False,,,,,,,
RT-79b48d516b8a,2026-09-09T13:40:01.352436+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,53955,,,TCP_CONNECTION,False,,,,,,,
RT-3ce092d57141,2026-09-09T13:40:01.354290+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54249,,,TCP_CONNECTION,False,,,,,,,
RT-15c0e21685e5,2026-09-09T13:40:01.356723+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,64868,,,TCP_CONNECTION,False,,,,,,,
RT-843e553ba33c,2026-09-09T13:40:01.358983+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63311,,,TCP_CONNECTION,False,,,,,,,
RT-eabb231ef8d9,2026-09-09T13:40:01.361131+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,53954,,,TCP_CONNECTION,False,,,,,,,
RT-c3bd4949cb14,2026-09-09T13:40:01.363616+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54158,,,TCP_CONNECTION,False,,,,,,,
RT-673983a13d0e,2026-09-09T13:40:01.366210+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63755,,,TCP_CONNECTION,False,,,,,,,
RT-a8dca21bfe4f,2026-09-09T13:40:01.368712+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55112,,,TCP_CONNECTION,False,,,,,,,
RT-51e60d9d5561,2026-09-09T13:40:01.370900+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63360,,,TCP_CONNECTION,False,,,,,,,
RT-07561e6004de,2026-09-09T13:40:01.372862+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55310,,,TCP_CONNECTION,False,,,,,,,
RT-a97703485c2b,2026-09-09T13:40:01.375623+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,51580,,,TCP_CONNECTION,False,,,,,,,
RT-995877201fba,2026-09-09T13:40:01.378375+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,56021,,,TCP_CONNECTION,False,,,,,,,
RT-be9b67a1a388,2026-09-09T13:40:01.380723+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,64754,,,TCP_CONNECTION,False,,,,,,,
RT-56051b1a3e80,2026-09-09T13:40:01.382856+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,65083,,,TCP_CONNECTION,False,,,,,,,
RT-049aa25fa74a,2026-09-09T13:40:01.384682+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,56066,,,TCP_CONNECTION,False,,,,,,,
RT-9cd11320b4f9,2026-09-09T13:40:01.386528+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55377,,,TCP_CONNECTION,False,,,,,,,
RT-4885e7b3d61b,2026-09-09T13:40:01.388479+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63579,,,TCP_CONNECTION,False,,,,,,,
RT-16510c6e39af,2026-09-09T13:40:01.390657+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54936,,,TCP_CONNECTION,False,,,,,,,
RT-14a8913093cc,2026-09-09T13:40:01.393552+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54357,,,TCP_CONNECTION,False,,,,,,,
RT-429f78a61c48,2026-09-09T13:40:01.396378+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63184,,,TCP_CONNECTION,False,,,,,,,
RT-775138fc896e,2026-09-09T13:40:01.398560+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55134,,,TCP_CONNECTION,False,,,,,,,
RT-13b9629bf173,2026-09-09T13:40:01.400447+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63669,,,TCP_CONNECTION,False,,,,,,,
RT-a8db833236a6,2026-09-09T13:40:01.402257+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54208,,,TCP_CONNECTION,False,,,,,,,
RT-28deb117a992,2026-09-09T13:40:01.404207+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54225,,,TCP_CONNECTION,False,,,,,,,
RT-f14e320c8298,2026-09-09T13:40:01.406215+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,56043,,,TCP_CONNECTION,False,,,,,,,
RT-10213bb375cd,2026-09-09T13:40:01.408146+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,64827,,,TCP_CONNECTION,False,,,,,,,
RT-7c085261d702,2026-09-09T13:40:01.410511+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,50460,,,TCP_CONNECTION,False,,,,,,,
RT-55ff34e3db58,2026-09-09T13:40:01.412461+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55888,,,TCP_CONNECTION,False,,,,,,,
RT-ddb3a6ef3823,2026-09-09T13:40:01.413997+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,65105,,,TCP_CONNECTION,False,,,,,,,
RT-c893d03cfb81,2026-09-09T13:40:01.415598+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,51515,,,TCP_CONNECTION,False,,,,,,,
RT-1a865aef3316,2026-09-09T13:40:01.417046+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55456,,,TCP_CONNECTION,False,,,,,,,
RT-636151ae4b39,2026-09-09T13:40:01.418554+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,63442,,,TCP_CONNECTION,False,,,,,,,
RT-821eb34615b1,2026-09-09T13:40:01.420137+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55984,,,TCP_CONNECTION,False,,,,,,,
RT-d53f2e7dbfd5,2026-09-09T13:40:01.422136+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55937,,,TCP_CONNECTION,False,,,,,,,
RT-36aa8b9d17d7,2026-09-09T13:40:01.424034+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55902,,,TCP_CONNECTION,False,,,,,,,
RT-dfd65bdc30dc,2026-09-09T13:40:01.426670+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,54754,,,TCP_CONNECTION,False,,,,,,,
RT-464c8f2b12ca,2026-09-09T13:40:01.428870+00:00,Asus,KISHAN,NETWORK_CONNECTION,127.0.0.1,,127.0.0.1,55618,,,TCP_CONNECTION,False,,,,,,,
