window_start,total_events,process_execution_frequency,network_connection_frequency,file_activity_frequency,session_activity_frequency,system_activity_frequency,unique_processes,unique_destinations,unique_destination_ports,process_burst_rate,network_burst_rate,process_diversity,destination_diversity,process_network_ratio,new_process_ratio,ioc_matches,avg_cpu_percent,max_cpu_percent,avg_memory_percent,max_memory_percent
2026-09-11T10:08:32.295424+00:00,1,1,0,0,0,0,1,0,0,1,0,100.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0
2026-09-11T10:09:32.295424+00:00,2,2,0,0,0,0,2,0,0,1,0,100.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0
2026-09-11T10:10:32.295424+00:00,1,1,0,0,0,0,1,0,0,1,0,100.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0
2026-09-11T10:12:32.295424+00:00,2,2,0,0,0,0,1,0,0,2,0,50.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0
2026-09-11T10:13:32.295424+00:00,5,5,0,0,0,0,4,0,0,4,0,80.0,0.0,5.0,0.75,0,0.0,0.0,0.0,0.0
2026-09-11T10:19:32.295424+00:00,1,1,0,0,0,0,1,0,0,1,0,100.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0
2026-09-11T10:22:32.295424+00:00,5,0,5,0,0,0,2,4,2,0,3,0.0,80.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-09-11T10:23:32.295424+00:00,4,1,3,0,0,0,2,3,1,1,2,200.0,100.0,0.3333,0.5,0,0.0,0.0,0.0,0.0
2026-09-11T10:24:32.295424+00:00,7,5,2,0,0,0,5,2,1,2,2,100.0,100.0,2.5,0.6,0,0.0,0.0,0.0,0.0
2026-09-11T10:25:32.295424+00:00,2,1,1,0,0,0,2,1,1,1,1,200.0,100.0,1.0,1.0,0,0.0,0.0,0.0,0.0
2026-09-11T10:27:32.295424+00:00,11,11,0,0,0,0,4,0,0,11,0,36.3636,0.0,11.0,0.75,0,0.0,0.0,0.0,0.0
2026-09-11T10:31:32.295424+00:00,4,3,1,0,0,0,4,1,1,2,1,133.3333,100.0,3.0,1.0,0,0.0,0.0,0.0,0.0
2026-09-11T10:33:32.295424+00:00,2,0,2,0,0,0,1,1,1,0,2,0.0,50.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-09-11T10:37:32.295424+00:00,2,2,0,0,0,0,2,0,0,2,0,100.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0
2026-09-11T10:40:32.295424+00:00,29,27,2,0,0,0,26,1,1,24,2,96.2963,50.0,13.5,0.8846,0,0.0,0.0,0.0,0.0
2026-09-11T10:41:32.295424+00:00,2,2,0,0,0,0,2,0,0,1,0,100.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0
2026-09-11T10:42:32.295424+00:00,4,2,2,0,0,0,4,2,1,2,2,200.0,100.0,1.0,1.0,0,0.0,0.0,0.0,0.0
2026-09-11T10:47:32.295424+00:00,5,2,3,0,0,0,5,3,2,2,3,250.0,100.0,0.6667,1.0,0,0.0,0.0,0.0,0.0
2026-09-11T10:49:32.295424+00:00,20,11,9,0,0,0,5,3,1,9,8,45.4545,33.3333,1.2222,0.6,0,0.0,0.0,0.0,0.0
2026-09-11T10:50:32.295424+00:00,10,2,8,0,0,0,3,3,1,2,8,150.0,37.5,0.25,0.6667,0,0.0,0.0,0.0,0.0
2026-09-11T11:02:32.295424+00:00,4,4,0,0,0,0,4,0,0,4,0,100.0,0.0,4.0,1.0,0,0.0,0.0,0.0,0.0
2026-09-11T12:05:32.295424+00:00,4,4,0,0,0,0,3,0,0,4,0,75.0,0.0,4.0,0.6667,0,0.0,0.0,0.0,0.0
2026-09-11T12:43:32.295424+00:00,3,3,0,0,0,0,1,0,0,2,0,33.3333,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0
2026-09-11T12:50:32.295424+00:00,41,20,21,0,0,0,12,6,3,14,21,60.0,28.5714,0.9524,0.5,0,0.0,0.0,0.0,0.0
2026-09-11T12:51:32.295424+00:00,4,4,0,0,0,0,2,0,0,2,0,50.0,0.0,4.0,0.5,0,0.0,0.0,0.0,0.0
2026-09-11T12:52:32.295424+00:00,3,0,3,0,0,0,2,2,1,0,3,0.0,66.6667,0.0,0.5,0,0.0,0.0,0.0,0.0
2026-09-11T12:54:32.295424+00:00,9,2,7,0,0,0,4,4,2,2,7,200.0,57.1429,0.2857,0.5,0,0.0,0.0,0.0,0.0
2026-09-11T12:55:32.295424+00:00,4,1,3,0,0,0,3,2,2,1,3,300.0,66.6667,0.3333,0.6667,0,0.0,0.0,0.0,0.0
2026-09-11T12:56:32.295424+00:00,34,12,22,0,0,0,10,7,3,10,20,83.3333,31.8182,0.5455,0.5,0,0.0,0.0,0.0,0.0
2026-09-11T12:57:32.295424+00:00,2,2,0,0,0,0,1,0,0,2,0,50.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0
2026-09-11T12:58:32.295424+00:00,4,4,0,0,0,0,2,0,0,2,0,50.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0
2026-09-11T12:59:32.295424+00:00,4,4,0,0,0,0,3,0,0,3,0,75.0,0.0,4.0,0.6667,0,0.0,0.0,0.0,0.0
2026-09-11T13:00:32.295424+00:00,6,6,0,0,0,0,5,0,0,3,0,83.3333,0.0,6.0,0.8,0,0.0,0.0,0.0,0.0
2026-09-11T13:01:32.295424+00:00,6,4,2,0,0,0,4,1,1,3,2,100.0,50.0,2.0,0.5,0,0.0,0.0,0.0,0.0
2026-09-11T13:02:32.295424+00:00,1,1,0,0,0,0,1,0,0,1,0,100.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0
2026-09-11T13:03:32.295424+00:00,3,3,0,0,0,0,3,0,0,2,0,100.0,0.0,3.0,1.0,0,0.0,0.0,0.0,0.0
2026-09-11T13:04:32.295424+00:00,4,3,1,0,0,0,3,1,1,2,1,100.0,100.0,3.0,0.6667,0,0.0,0.0,0.0,0.0
2026-09-11T13:05:32.295424+00:00,1,0,1,0,0,0,1,1,1,0,1,0.0,100.0,0.0,1.0,0,0.0,0.0,0.0,0.0
2026-09-15T16:15:32.295424+00:00,82,3,46,3,15,15,3,14,0,2,16,100.0,30.4348,0.0652,1.0,0,9.7933,19.6,63.9867,66.8
2026-09-15T16:16:32.295424+00:00,161,1,96,6,29,29,1,14,0,1,16,100.0,14.5833,0.0104,1.0,0,7.9621,32.1,62.8931,64.3
2026-09-15T16:17:32.295424+00:00,179,0,115,6,29,29,0,21,0,0,22,0.0,18.2609,0.0,0.0,0,3.1759,4.9,62.231,62.5
2026-09-15T16:18:32.295424+00:00,176,0,114,6,28,28,0,17,0,0,20,0.0,14.9123,0.0,0.0,0,3.1679,7.8,62.2321,62.5
2026-09-15T16:19:32.295424+00:00,140,4,73,5,29,29,1,13,0,4,16,25.0,17.8082,0.0548,0.0,0,4.469,12.7,62.5931,63.8
2026-09-15T16:20:32.295424+00:00,165,3,98,6,29,29,3,14,0,3,17,100.0,14.2857,0.0306,1.0,0,9.3276,20.7,63.1276,66.0
2026-09-15T16:21:32.295424+00:00,167,4,101,6,28,28,4,14,0,3,17,100.0,13.8614,0.0396,1.0,0,9.0179,20.2,62.8286,64.5
2026-09-15T16:22:32.295424+00:00,259,9,153,9,44,44,4,14,0,7,34,44.4444,9.1503,0.0588,0.0,0,7.9659,24.0,63.0409,64.1
2026-09-15T16:23:32.295424+00:00,318,10,181,11,58,58,1,14,0,10,34,10.0,7.7348,0.0552,0.0,0,9.1034,27.4,63.1172,64.4
2026-09-15T16:24:32.295424+00:00,337,2,211,12,56,56,1,18,0,2,39,50.0,8.5308,0.0095,0.0,0,6.0482,15.2,62.6143,63.9
2026-09-15T16:25:32.295424+00:00,353,0,225,12,58,58,0,20,0,0,45,0.0,8.8889,0.0,0.0,0,4.4121,8.7,62.3966,62.9
2026-09-15T16:26:32.295424+00:00,318,26,165,11,58,58,4,14,0,22,30,15.3846,8.4848,0.1576,0.0,0,4.1793,9.4,62.3241,63.1
2026-09-15T16:27:32.295424+00:00,313,4,182,11,58,58,1,16,0,4,34,25.0,8.7912,0.022,0.0,0,3.3034,8.6,62.2586,63.6
2026-09-15T16:28:32.295424+00:00,328,8,192,12,58,58,3,17,0,6,36,37.5,8.8542,0.0417,0.0,0,6.5362,16.6,63.0672,66.4
2026-09-15T16:29:32.295424+00:00,342,2,216,12,56,56,1,16,0,2,36,50.0,7.4074,0.0093,0.0,0,9.0214,34.0,63.1571,65.2
2026-09-15T16:30:32.295424+00:00,347,12,208,11,58,58,4,19,0,6,38,33.3333,9.1346,0.0577,0.0,0,9.2414,27.7,63.7707,65.8
2026-09-15T16:31:32.295424+00:00,327,2,198,11,58,58,1,18,0,2,40,50.0,9.0909,0.0101,0.0,0,7.2586,34.6,62.7259,63.5
2026-09-15T16:32:32.295424+00:00,305,2,179,12,56,56,1,15,0,2,31,50.0,8.3799,0.0112,0.0,0,3.6893,8.1,62.5339,63.0
2026-09-15T16:33:32.295424+00:00,299,2,169,12,58,58,1,13,0,2,29,50.0,7.6923,0.0118,0.0,0,5.6345,15.5,62.781,63.6
2026-09-15T16:34:32.295424+00:00,204,0,112,8,42,42,0,12,0,0,28,0.0,10.7143,0.0,0.0,0,9.9357,32.0,62.9667,63.8
