process_execution_frequency,network_connection_frequency,unique_processes,unique_destinations,unique_destination_ports,process_burst,network_burst,process_diversity,destination_diversity,process_network_ratio,new_processes_ratio,new_destination_ratio,established_ratio,syn_sent_ratio,closed_ratio,ioc_matches,attack_type,label,v4_prediction,v4_isolation_score,ml_component,behavior_component,temporal_persistence,v5_ensemble_score,v5_risk_score,v5_prediction,v5_severity,v5_1_prediction,v5_1_severity,v5_1_response
1.0,1.0,1.0,1.0,1.0,0.1667,0.1667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1222823582045785,0.3416424843507708,0.0832660471075062,0.0,0.2087198781698005,20.871987816980052,0,LOW,0,LOW,ALLOW
4.064848911760317,0.0,3.05454929488885,0.0,0.0,2.5,0.0,0.9165459999844876,0.0,0.9981413988709044,0.8,0.0,0.0,0.0,0.0,0.0,process_burst,1,0,0.0836044290285226,0.4309128365120495,0.0880656340695476,0.0,0.2590184685990141,25.90184685990141,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
7.626341308001354,0.0,2.9867263644142477,0.0,0.0,2.5,0.0,0.8,0.0,2.074297338182378,0.8,0.0,0.0,0.0,0.0,0.0,process_burst,1,0,0.0475590682100387,0.5141071057656996,0.1227311277956445,0.0,0.3134416901200459,31.344169012004592,0,LOW,0,LOW,ALLOW
2.0,7.0,1.0,4.0,2.0,0.3333,1.1667,0.5,0.5714,0.2857,0.0,0.4286,0.0,0.0,0.0,0.0,normal,0,0,0.0041171326004554,0.6143729931347646,0.2108883989720045,0.0,0.3906272459671217,39.062724596712165,0,LOW,1,MEDIUM,MONITOR
11.0,0.0,4.0,0.0,0.0,1.8333,0.0,0.3636,0.0,11.0,0.2727,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.0292755916225568,0.556306169378118,0.1645663987358907,0.0,0.3471099928419376,34.71099928419377,0,LOW,1,MEDIUM,MONITOR
10.968560090128088,0.0,6.0,6.0,2.0,2.5,2.5,0.7822386454344287,0.0,4.152517658484123,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0851306690882338,0.8203608227857232,0.2760036726645715,0.2,0.5601993706982907,56.01993706982907,0,MEDIUM,1,HIGH,ESCALATE
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
10.336887141411548,10.121305681458336,1.0770325753267682,3.1034637433300745,1.0285459461582191,2.0,2.0,0.27325710585287,0.764828755515053,0.9831366818292858,0.0,0.6842717941607573,0.0,0.0,0.0,2.0,ioc_activity,1,1,-0.0346513994734407,0.7038524607468787,0.3187618199381445,0.2,0.5068093083953195,50.680930839531946,0,MEDIUM,1,HIGH,ESCALATE
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
19.271964387808197,0.0,9.675008896022296,0.0,0.0,2.5,0.0,0.8,0.0,4.916262425703192,0.8,0.0,0.0,0.0,0.0,0.0,process_burst,1,1,-0.0307652903644507,0.6948831509599562,0.2277441880830156,0.2,0.4791217800487298,47.912178004872985,0,MEDIUM,1,MEDIUM,MONITOR
2.0,0.0,2.0,0.0,0.0,0.3333,0.0,1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1825544725916962,0.2025318082762684,0.022728162487655,0.0,0.1170745351738614,11.707453517386142,0,LOW,0,LOW,ALLOW
2.2577903500212626,0.0,0.9624775624404076,0.0,0.0,2.0,2.0,1.0259170832945192,0.0,1.059633658279462,0.0,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.086028808046277,0.4253172637061163,0.0480025130241442,0.0,0.2459251232944,24.59251232944,0,LOW,0,LOW,ALLOW
8.0,0.0,3.0,0.0,0.0,1.3333,0.0,0.375,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.0402265938120377,0.53103077737034,0.1186039123867402,0.0,0.321717905650372,32.171790565037206,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.214101498827036,0.1297198919802611,0.0385554878111522,0.0,0.0809848125419316,8.098481254193167,0,LOW,0,LOW,ALLOW
3.210157431081588,0.0,6.0,6.0,2.0,2.5,2.5,0.9339881182722136,0.0,0.9390839176821244,1.0918758544630462,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0703617446562966,0.786273499261212,0.2147651720834686,0.2,0.5261417176145339,52.614171761453385,0,MEDIUM,1,HIGH,ESCALATE
2.0,2.0,2.0,2.0,1.0,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,normal,0,0,0.0523140461707625,0.5031324086680146,0.168290295756278,0.0,0.3187953987064775,31.87953987064775,0,LOW,0,LOW,ALLOW
11.2089396219807,0.0,6.0,6.0,2.0,2.5,2.5,0.7089596310617001,0.0,4.392697982401764,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0847911975863597,0.819577307712228,0.2830180933456827,0.2,0.5615220425781462,56.15220425781462,0,MEDIUM,1,HIGH,ESCALATE
0.0,1.0,0.0,1.0,1.0,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal,0,0,0.1598718838192029,0.2548842152118358,0.2001229511219563,0.0,0.1902170561469988,19.021705614699883,0,LOW,0,LOW,ALLOW
0.0,1.0,0.0,1.0,1.0,0.0,0.1667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.0914358356742399,0.4128376074583141,0.1717138602128654,0.0,0.2699891491552891,26.99891491552891,0,LOW,0,LOW,ALLOW
1.0,2.0,1.0,1.0,1.0,0.1667,0.3333,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,normal,0,0,0.1073357900414463,0.3761398173763294,0.1067909693268237,0.0,0.2335746418886871,23.35746418886871,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.214101498827036,0.1297198919802611,0.0385554878111522,0.0,0.0809848125419316,8.098481254193167,0,LOW,0,LOW,ALLOW
0.0,1.0,0.0,1.0,1.0,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal,0,0,0.1598718838192029,0.2548842152118358,0.2001229511219563,0.0,0.1902170561469988,19.021705614699883,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.214101498827036,0.1297198919802611,0.0385554878111522,0.0,0.0809848125419316,8.098481254193167,0,LOW,0,LOW,ALLOW
3.030143815144955,3.1230169179145157,2.7419589788861165,7.0,3.0,0.5247990128952448,0.1772045370279332,0.9896481266341216,1.064111416527972,2.844451842728562,0.6481404802594115,0.9352711152835604,0.0,0.0,0.0,0.0,discovery,1,1,-0.0342490505388507,0.7029238218086595,0.2451081042140119,0.2,0.4878851280482658,48.78851280482658,0,MEDIUM,1,MEDIUM,MONITOR
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
0.0,2.0,0.0,1.0,1.0,0.0,0.3333,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,normal,0,0,0.0915772974888436,0.4125111074032164,0.1952387824321828,0.0,0.2756908046798147,27.56908046798148,0,LOW,0,LOW,ALLOW
4.163870658434545,23.918104269464564,2.9738423147411073,7.0,3.0,0.652233522270202,1.2239035977120838,0.6866154127890658,0.9,0.4946072892920226,0.543068448854462,0.9,0.0,0.0,0.0,0.0,discovery,1,1,-0.0694262978241948,0.7841144470598967,0.2992486831233485,0.2,0.5460751166637804,54.60751166637804,0,MEDIUM,1,HIGH,ESCALATE
0.0,2.378337946071084,0.0,0.9147424138223303,1.0531478215030123,2.0,2.0,0.0,1.08302768074902,0.0,0.0,0.996842702856013,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.0168067852463573,0.5850847198317242,0.2725030391364351,0.0,0.3899223556915571,38.99223556915571,0,LOW,1,MEDIUM,MONITOR
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
16.127215457889626,4.389555664963116,6.0,6.0,2.0,2.5,2.5,0.6444880047981437,1.037750442551984,5.032740427337878,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0949011650083881,0.8429115546931198,0.4327720080538058,0.2,0.6117943570946675,61.179435709466745,1,MEDIUM,1,HIGH,ESCALATE
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
1.0423116083193555,0.0,0.9094748040010964,5.0,2.0,0.1503387211259162,2.5,0.906256702580329,0.7,1.0240298573256592,0.9483277817478172,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.020585821297922,0.6713884911438248,0.1627731734095552,0.2,0.4499569634814925,44.99569634814925,0,LOW,1,MEDIUM,MONITOR
14.534493778196511,0.0,5.0,0.0,0.0,2.0,0.0,0.7,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.0165909744949862,0.5855828204846157,0.1662537084992892,0.0,0.3636339783913609,36.3633978391361,0,LOW,1,MEDIUM,MONITOR
16.428720357379472,0.0,8.352611274715041,0.0,0.0,2.5,0.0,0.8,0.0,4.22781075940175,0.8,0.0,0.0,0.0,0.0,0.0,process_burst,1,1,-0.0198340509311572,0.669653372257805,0.2165280553900419,0.2,0.4624413685893033,46.24413685893033,0,MEDIUM,1,MEDIUM,MONITOR
4.189364550785776,0.0,3.252634318377115,0.0,0.0,2.5,0.0,1.0674764724690138,0.0,0.9231713448670535,0.8,0.0,0.0,0.0,0.0,0.0,process_burst,1,0,0.0775859485018687,0.4448037527926138,0.09010394549787,0.0,0.2671680504104051,26.716805041040516,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
7.680047314067506,2.6433933560112544,2.7343817727243156,1.070056737031077,1.072153538990921,2.0,2.0,0.98052260634069,0.9308381764379264,3.017197451137866,0.9172719349003192,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,1,-0.0299315213571432,0.6929587756252608,0.2366592095364913,0.2,0.4802921289780162,48.02921289780162,0,MEDIUM,1,MEDIUM,MONITOR
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.214101498827036,0.1297198919802611,0.0385554878111522,0.0,0.0809848125419316,8.098481254193167,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
4.0,4.0,1.0,3.0,1.0,0.6667,0.6667,0.25,0.75,1.0,0.0,0.75,0.0,0.0,0.0,0.0,normal,0,0,0.0456312326839494,0.5185566344759792,0.2411325814432179,0.0,0.345489294322593,34.54892943225931,0,LOW,1,MEDIUM,MONITOR
2.351338893933859,0.0,1.009795613305892,0.0,0.0,2.0,2.0,1.039726713737336,0.0,0.9056687541142796,0.0,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.0860789924161894,0.4252014359854882,0.0492885818534664,0.0,0.2461829352553851,24.61829352553852,0,LOW,0,LOW,ALLOW
2.728350203313891,0.0,5.0,0.0,0.0,2.0,0.0,1.0512150564856475,0.0,6.0,1.019037870425085,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.0456507348959682,0.5185116225176883,0.0927279667961383,0.0,0.3083633840837632,30.836338408376317,0,LOW,0,LOW,ALLOW
0.0,3.0,0.0,2.0,2.0,0.0,0.5,0.0,0.6667,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,normal,0,0,0.0240336508225694,0.5684047980066937,0.2370186757352496,0.0,0.3718773078374939,37.187730783749394,0,LOW,1,MEDIUM,MONITOR
1.0,1.0,1.0,1.0,1.0,0.1667,0.1667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1222823582045785,0.3416424843507708,0.0832660471075062,0.0,0.2087198781698005,20.871987816980052,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.214101498827036,0.1297198919802611,0.0385554878111522,0.0,0.0809848125419316,8.098481254193167,0,LOW,0,LOW,ALLOW
11.679794552397722,0.0,5.0,0.0,0.0,2.0,0.0,0.7,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.0281728450677765,0.5588513566564179,0.1486763945023023,0.0,0.3445373447866054,34.45373447866055,0,LOW,1,MEDIUM,MONITOR
4.326864552566086,0.0,2.859521976875712,0.0,0.0,2.5,0.0,0.9544483123690318,0.0,1.0805204793087684,0.9911552579667222,0.0,0.0,0.0,0.0,0.0,process_burst,1,0,0.0740016185916812,0.4530765429900458,0.0911408137146206,0.0,0.2719773020731804,27.19773020731804,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
0.0,5.412671835255537,0.0,5.0,2.0,0.0,2.5,0.0,0.9961215261884614,0.0,0.0,1.028963838871858,0.0,0.0,0.0,0.0,network_burst,1,1,-0.0455938272761925,0.7291080626950754,0.3244010710251747,0.2,0.5221097022385852,52.21097022385853,0,MEDIUM,1,HIGH,ESCALATE
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.214101498827036,0.1297198919802611,0.0385554878111522,0.0,0.0809848125419316,8.098481254193167,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
0.0,3.99118041227542,6.0,6.0,2.0,2.5,2.5,0.0,0.9158633798362896,0.0,0.8,0.9954165732494752,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0864612626761911,0.8234318909817429,0.404350236757341,0.2,0.5939750992292939,59.397509922929395,0,MEDIUM,1,HIGH,ESCALATE
0.0,2.0,0.0,2.0,1.0,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.0715927554345426,0.4586363045110739,0.2015427069124072,0.0,0.3026356442091925,30.26356442091925,0,LOW,0,LOW,ALLOW
0.0,1.0598489433024134,0.0,1.0199186883045226,1.0862472471380205,2.5,0.1539342328871097,0.8,1.0315726570081056,0.0,0.8,1.0342462826617187,0.0,0.0,0.0,0.0,process_burst,1,0,0.0276894244070473,0.5599671126843297,0.1931881953402887,0.0,0.3562789608114535,35.62789608114535,0,LOW,1,MEDIUM,MONITOR
31.3826552597363,0.0,4.153503727733559,0.0,0.0,2.0,2.0,0.325071752652409,0.0,14.045988332786871,0.2086636481018694,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,1,-0.0479309980717836,0.7345023551101058,0.2143008021193613,0.2,0.4975514958403985,49.75514958403985,0,MEDIUM,1,MEDIUM,MONITOR
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
28.0,2.0,25.0,1.0,1.0,4.6667,0.3333,0.8929,0.5,14.0,0.8571,0.5,0.0,0.0,0.0,0.0,normal,0,1,-0.1629624598824065,1.0,0.3638496586245965,0.2,0.6809624146561493,68.09624146561492,1,MEDIUM,1,HIGH,ESCALATE
3.0,0.0,2.0,0.0,0.0,0.5,0.0,0.6667,0.0,3.0,0.3333,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1549715170420574,0.2661944760565666,0.0507087601470374,0.0,0.159084151867871,15.908415186787105,0,LOW,0,LOW,ALLOW
3.7169385953541583,0.0,2.886200804354445,0.0,0.0,2.5,0.0,0.9307226790384118,0.0,0.904229603267288,0.8,0.0,0.0,0.0,0.0,0.0,process_burst,1,0,0.0863286954837312,0.4246251103845559,0.0829973577755697,0.0,0.2542931501553982,25.42931501553982,0,LOW,0,LOW,ALLOW
11.608626558955176,0.0,4.16936465673551,7.0,3.0,1.8712148283724064,0.0,0.3303343681792736,0.9,10.900767683811804,0.2680057596012379,0.9,0.0,0.0,0.0,0.0,discovery,1,1,-0.073139262382936,0.7926841316521722,0.2935186401546187,0.2,0.5493559324473495,54.935593244734946,0,MEDIUM,1,HIGH,ESCALATE
0.0,3.9083313851531374,6.0,6.0,2.0,2.5,2.5,0.0,1.025353212865432,0.0,0.8,1.0540790766362655,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0888465648128266,0.828937272636982,0.4095123609282467,0.4,0.6382935901824018,63.82935901824018,1,MEDIUM,1,HIGH,ESCALATE
0.0,4.918656087314802,0.0,5.0,2.0,0.0,2.5,0.0,0.9629499237128762,0.0,0.0,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.0415131828794956,0.719689756955905,0.3168373789101576,0.6,0.5950387110532872,59.50387110532872,0,MEDIUM,1,HIGH,ESCALATE
2.8198769583948797,0.0,5.0,0.0,0.0,2.0,0.0,0.907904723738046,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.0459026755974611,0.5179301323597314,0.066821372284602,0.0,0.3015669158690028,30.15669158690028,0,LOW,0,LOW,ALLOW
7.012507812451895,0.0,4.9193009879278105,5.0,2.0,1.1452692769650248,2.5,0.6608427906360931,0.7,7.234485892405462,0.7365172640996885,0.8,0.0,0.0,0.0,0.0,network_burst,1,1,-0.0473460476818675,0.7331522640267131,0.2446757022859974,0.2,0.5044026707861916,50.44026707861916,0,MEDIUM,1,HIGH,ESCALATE
2.81425170279981,0.0,6.0,6.0,2.0,2.5,2.5,1.0802210626301354,0.0,0.9085915254751288,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0690947467197564,0.7833492126100907,0.2050282439712724,0.4,0.562099127928368,56.2099127928368,0,MEDIUM,1,HIGH,ESCALATE
2.0,0.0,2.0,0.0,0.0,0.3333,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1580166034245777,0.2591662835054155,0.0369327079422005,0.0,0.1517746329135287,15.177463291352868,0,LOW,0,LOW,ALLOW
2.8542902844184663,0.0,6.0,6.0,2.0,2.5,2.5,1.030162453008807,0.0,1.0861188541753808,1.001144939890825,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.07118171526844,0.7881660272963804,0.2074982032155575,0.2,0.5253658658168987,52.53658658168987,0,MEDIUM,1,HIGH,ESCALATE
0.0,2.3739508449155915,0.0,1.0123881847202356,0.9657571195620208,2.0,2.0,0.0,0.9528067404551228,0.0,0.0,0.9728723152951224,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.0197724185058832,0.5782399085634163,0.2670127775052066,0.0,0.3847851440861807,38.47851440861807,0,LOW,1,MEDIUM,MONITOR
4.33987349521445,0.0,3.2061449709586514,0.0,0.0,2.5,0.0,1.0284966551991097,0.0,0.9269104416826296,0.8,0.0,0.0,0.0,0.0,0.0,process_burst,1,0,0.0773268857528357,0.445401680947784,0.088087315598254,0.0,0.2669927534208448,26.699275342084476,0,LOW,0,LOW,ALLOW
2.7880459399245914,0.0,5.0,0.0,0.0,2.0,0.0,0.9959597005510308,0.0,6.0,0.9261842624293,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.047619123068878,0.5139684965249314,0.0866517289298648,0.0,0.3043456053211785,30.43456053211785,0,LOW,0,LOW,ALLOW
2.0,0.0,1.0,0.0,0.0,0.3333,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1835552533983478,0.2002219624042369,0.0353935922578223,0.0,0.1189704773867859,11.897047738678593,0,LOW,0,LOW,ALLOW
3.031351872206406,0.0,5.0,0.0,0.0,2.0,0.0,1.0658300980691502,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.0384569600800996,0.5351151694205841,0.0671092784112042,0.0,0.3110906627841223,31.109066278412236,0,LOW,0,LOW,ALLOW
0.0,1.0,0.0,1.0,1.0,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal,0,0,0.1598718838192029,0.2548842152118358,0.2001229511219563,0.0,0.1902170561469988,19.021705614699883,0,LOW,0,LOW,ALLOW
2.5691435119562716,0.0,1.0702073974384148,0.0,0.0,2.0,2.0,0.9497841398514838,0.0,1.0513838995294973,0.0,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.0810321368080634,0.4368497994589764,0.0513499277202365,0.0,0.2531048716324962,25.310487163249626,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.214101498827036,0.1297198919802611,0.0385554878111522,0.0,0.0809848125419316,8.098481254193167,0,LOW,0,LOW,ALLOW
0.0,1.0,0.0,1.0,1.0,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal,0,0,0.1598718838192029,0.2548842152118358,0.2001229511219563,0.0,0.1902170561469988,19.021705614699883,0,LOW,0,LOW,ALLOW
5.0,0.0,1.0,0.0,0.0,0.8333,0.0,0.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1213267886169122,0.3438479807520205,0.085580651787302,0.0,0.2105115523604368,21.051155236043684,0,LOW,0,LOW,ALLOW
2.6688086464277436,0.0,0.9097444853505456,0.0,0.0,2.0,2.0,1.0590646925055502,0.0,1.0184353889763562,0.9308889286970772,0.0,0.0,0.0,0.0,2.0,ioc_activity,1,0,0.0564888559686878,0.4934967650643787,0.0803584676510242,0.0,0.2915128376981644,29.15128376981644,0,LOW,0,LOW,ALLOW
3.118034967164732,0.0,5.0,0.0,0.0,2.0,0.0,0.9389256423209844,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,collection,1,0,0.0431214469130315,0.5243493298035745,0.0668816587660042,0.0,0.305112546083467,30.511254608346704,0,LOW,0,LOW,ALLOW
0.0,2.0,0.0,1.0,1.0,0.0,0.3333,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,normal,0,0,0.0915772974888436,0.4125111074032164,0.1952387824321828,0.0,0.2756908046798147,27.56908046798148,0,LOW,0,LOW,ALLOW
3.1031125131684405,0.0,2.9225473929250017,7.0,3.0,0.5005762314742741,0.0,0.9919418928907184,0.9,3.1471223056686064,0.6175182302590893,0.9,0.0,0.0,0.0,0.0,discovery,1,1,-0.0195204306409393,0.6689295229114443,0.1645566308428198,0.2,0.4490503953119993,44.90503953119993,0,LOW,1,MEDIUM,MONITOR
2.0,1.0,1.0,1.0,1.0,0.3333,0.1667,0.5,1.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,normal,0,0,0.0851900208838043,0.4272532211624076,0.1511268788269036,0.0,0.2727709913460501,27.27709913460501,0,LOW,0,LOW,ALLOW
4.0,0.0,3.0,0.0,0.0,0.6667,0.0,0.75,0.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.1639238337807735,0.2455321374839204,0.0676649821795786,0.0,0.1519589211610509,15.195892116105092,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.214101498827036,0.1297198919802611,0.0385554878111522,0.0,0.0809848125419316,8.098481254193167,0,LOW,0,LOW,ALLOW
1.0,0.0,1.0,0.0,0.0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,0,0.2703048930477036,0.0,0.0101463969020613,0.0,0.0025365992255153,0.2536599225515336,0,LOW,0,LOW,ALLOW
3.2569431888672993,0.0,6.0,6.0,2.0,2.5,2.5,1.0402541614218717,0.0,1.018042654868925,0.8,0.8,0.0,0.0,0.0,0.0,lateral_movement,1,1,-0.0691458700000331,0.7834672073769038,0.2055494694986192,0.2,0.5222943314319519,52.229433143195195,0,MEDIUM,1,HIGH,ESCALATE
