timestamp,user_id,device_id,source_ip,destination,event_type,process,resource,ioc_match
2026-09-01T10:51:00,U025,PC051,10.0.1.89,SERVER06,LOGIN,,,False
2026-09-01T11:03:00,U025,PC010,10.0.1.140,SERVER02,PROCESS_EXECUTION,vscode,,False
2026-09-01T11:24:00,U025,PC045,10.0.1.196,SERVER03,FILE_ACCESS,,reports,False
2026-09-01T11:36:00,U025,PC019,10.0.1.75,SERVER04,LOGIN,,,False
2026-09-01T11:46:00,U025,PC010,10.0.1.55,SERVER08,FILE_ACCESS,,projects,False
2026-09-01T12:05:00,U025,PC088,10.0.1.154,SERVER10,NETWORK_CONNECTION,,,False
2026-09-01T12:20:00,U025,PC057,10.0.1.27,SERVER08,PROCESS_EXECUTION,vscode,,False
2026-09-01T09:00:00,U026,PC046,10.0.1.139,SERVER02,PROCESS_EXECUTION,chrome,,False
2026-09-01T09:14:00,U026,PC058,10.0.1.19,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T09:30:00,U026,PC083,10.0.1.33,SERVER10,PROCESS_EXECUTION,chrome,,False
2026-09-01T09:54:00,U026,PC060,10.0.1.158,SERVER09,NETWORK_CONNECTION,,,False
2026-09-01T10:24:00,U026,PC058,10.0.1.156,SERVER04,LOGIN,,,False
2026-09-01T10:39:00,U026,PC065,10.0.1.48,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T10:58:00,U026,PC044,10.0.1.192,SERVER02,LOGIN,,,False
2026-09-01T11:19:00,U026,PC032,10.0.1.191,SERVER08,FILE_ACCESS,,documents,False
2026-09-01T11:38:00,U026,PC048,10.0.1.82,SERVER07,FILE_ACCESS,,reports,False
2026-09-01T11:56:00,U026,PC081,10.0.1.175,SERVER06,PROCESS_EXECUTION,chrome,,False
2026-09-01T12:03:00,U026,PC072,10.0.1.183,SERVER07,PROCESS_EXECUTION,chrome,,False
2026-09-01T12:17:00,U026,PC043,10.0.1.30,SERVER10,PROCESS_EXECUTION,vscode,,False
2026-09-01T09:00:00,U027,PC084,10.0.1.188,SERVER07,PROCESS_EXECUTION,python,,False
2026-09-01T09:09:00,U027,PC040,10.0.1.153,SERVER07,LOGIN,,,False
2026-09-01T09:34:00,U027,PC086,10.0.1.189,SERVER09,PROCESS_EXECUTION,vscode,,False
2026-09-01T09:41:00,U027,PC066,10.0.1.102,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T09:57:00,U027,PC028,10.0.1.97,SERVER08,PROCESS_EXECUTION,vscode,,False
2026-09-01T10:08:00,U027,PC020,10.0.1.29,SERVER05,FILE_ACCESS,,documents,False
2026-09-01T10:38:00,U027,PC065,10.0.1.148,SERVER09,LOGIN,,,False
2026-09-01T10:44:00,U027,PC077,10.0.1.106,SERVER03,PROCESS_EXECUTION,vscode,,False
2026-09-01T10:54:00,U027,PC099,10.0.1.169,SERVER03,FILE_ACCESS,,projects,False
2026-09-01T11:22:00,U027,PC006,10.0.1.115,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T09:00:00,U028,PC079,10.0.1.82,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T09:12:00,U028,PC061,10.0.1.59,SERVER06,FILE_ACCESS,,reports,False
2026-09-01T09:38:00,U028,PC060,10.0.1.82,SERVER07,NETWORK_CONNECTION,,,False
2026-09-01T09:59:00,U028,PC021,10.0.1.61,SERVER10,NETWORK_CONNECTION,,,False
2026-09-01T10:08:00,U028,PC083,10.0.1.133,SERVER06,PROCESS_EXECUTION,chrome,,False
2026-09-01T10:30:00,U028,PC092,10.0.1.142,SERVER02,LOGIN,,,False
2026-09-01T10:44:00,U028,PC098,10.0.1.51,SERVER05,LOGIN,,,False
2026-09-01T11:03:00,U028,PC012,10.0.1.66,SERVER08,FILE_ACCESS,,reports,False
2026-09-01T11:19:00,U028,PC054,10.0.1.23,SERVER07,LOGIN,,,False
2026-09-01T11:40:00,U028,PC050,10.0.1.30,SERVER06,PROCESS_EXECUTION,vscode,,False
2026-09-01T11:52:00,U028,PC041,10.0.1.35,SERVER06,LOGIN,,,False
2026-09-01T09:00:00,U029,PC037,10.0.1.130,SERVER03,FILE_ACCESS,,documents,False
2026-09-01T09:29:00,U029,PC058,10.0.1.167,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T09:36:00,U029,PC033,10.0.1.65,SERVER03,LOGIN,,,False
2026-09-01T09:58:00,U029,PC015,10.0.1.83,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T10:12:00,U029,PC007,10.0.1.71,SERVER07,LOGIN,,,False
2026-09-01T10:37:00,U029,PC009,10.0.1.38,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T11:01:00,U029,PC081,10.0.1.141,SERVER10,LOGIN,,,False
2026-09-01T11:13:00,U029,PC055,10.0.1.10,SERVER10,FILE_ACCESS,,reports,False
2026-09-01T11:29:00,U029,PC054,10.0.1.57,SERVER02,FILE_ACCESS,,projects,False
2026-09-01T11:50:00,U029,PC068,10.0.1.149,SERVER09,PROCESS_EXECUTION,chrome,,False
2026-09-01T09:00:00,U030,PC061,10.0.1.21,SERVER07,NETWORK_CONNECTION,,,False
2026-09-01T09:16:00,U030,PC046,10.0.1.27,SERVER06,PROCESS_EXECUTION,chrome,,False
2026-09-01T09:28:00,U030,PC099,10.0.1.158,SERVER06,LOGIN,,,False
2026-09-01T09:37:00,U030,PC046,10.0.1.149,SERVER06,LOGIN,,,False
2026-09-01T10:02:00,U030,PC060,10.0.1.188,SERVER08,FILE_ACCESS,,projects,False
2026-09-01T10:27:00,U030,PC009,10.0.1.193,SERVER08,FILE_ACCESS,,documents,False
2026-09-01T10:33:00,U030,PC006,10.0.1.61,SERVER01,PROCESS_EXECUTION,vscode,,False
2026-09-01T10:48:00,U030,PC070,10.0.1.131,SERVER05,PROCESS_EXECUTION,office,,False
2026-09-01T09:00:00,U031,PC100,10.0.1.22,SERVER06,PROCESS_EXECUTION,python,,False
2026-09-01T09:13:00,U031,PC048,10.0.1.121,SERVER07,LOGIN,,,False
2026-09-01T09:41:00,U031,PC050,10.0.1.96,SERVER03,NETWORK_CONNECTION,,,False
2026-09-01T10:01:00,U031,PC048,10.0.1.142,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T10:31:00,U031,PC094,10.0.1.118,SERVER02,LOGIN,,,False
2026-09-01T10:49:00,U031,PC038,10.0.1.92,SERVER02,FILE_ACCESS,,projects,False
2026-09-01T10:56:00,U031,PC040,10.0.1.124,SERVER10,PROCESS_EXECUTION,python,,False
2026-09-01T11:23:00,U031,PC022,10.0.1.186,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T11:39:00,U031,PC006,10.0.1.196,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T12:03:00,U031,PC036,10.0.1.173,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T12:10:00,U031,PC047,10.0.1.141,SERVER03,NETWORK_CONNECTION,,,False
2026-09-01T09:00:00,U032,PC005,10.0.1.42,SERVER02,NETWORK_CONNECTION,,,False
2026-09-01T09:12:00,U032,PC050,10.0.1.155,SERVER01,PROCESS_EXECUTION,python,,False
2026-09-01T09:36:00,U032,PC058,10.0.1.104,SERVER06,FILE_ACCESS,,projects,False
2026-09-01T09:55:00,U032,PC074,10.0.1.45,SERVER09,LOGIN,,,False
2026-09-01T10:11:00,U032,PC041,10.0.1.176,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T10:23:00,U032,PC004,10.0.1.198,SERVER03,LOGIN,,,False
2026-09-01T10:43:00,U032,PC072,10.0.1.40,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T11:12:00,U032,PC028,10.0.1.166,SERVER05,PROCESS_EXECUTION,office,,False
2026-09-01T11:39:00,U032,PC026,10.0.1.41,SERVER03,NETWORK_CONNECTION,,,False
2026-09-01T11:46:00,U032,PC023,10.0.1.192,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T09:00:00,U033,PC071,10.0.1.148,SERVER05,PROCESS_EXECUTION,chrome,,False
2026-09-01T09:14:00,U033,PC091,10.0.1.189,SERVER03,FILE_ACCESS,,projects,False
2026-09-01T09:44:00,U033,PC016,10.0.1.61,SERVER03,PROCESS_EXECUTION,vscode,,False
2026-09-01T09:56:00,U033,PC004,10.0.1.102,SERVER09,NETWORK_CONNECTION,,,False
2026-09-01T10:19:00,U033,PC071,10.0.1.43,SERVER10,PROCESS_EXECUTION,office,,False
2026-09-01T10:26:00,U033,PC040,10.0.1.111,SERVER08,LOGIN,,,False
2026-09-01T10:47:00,U033,PC099,10.0.1.114,SERVER10,NETWORK_CONNECTION,,,False
2026-09-01T10:54:00,U033,PC083,10.0.1.28,SERVER08,FILE_ACCESS,,reports,False
2026-09-01T11:13:00,U033,PC100,10.0.1.151,SERVER10,PROCESS_EXECUTION,vscode,,False
2026-09-01T11:23:00,U033,PC065,10.0.1.24,SERVER02,FILE_ACCESS,,reports,False
2026-09-01T11:44:00,U033,PC022,10.0.1.51,SERVER06,FILE_ACCESS,,reports,False
2026-09-01T12:11:00,U033,PC067,10.0.1.82,SERVER02,FILE_ACCESS,,reports,False
2026-09-01T12:24:00,U033,PC071,10.0.1.80,SERVER03,FILE_ACCESS,,projects,False
2026-09-01T09:00:00,U034,PC065,10.0.1.174,SERVER03,LOGIN,,,False
2026-09-01T09:23:00,U034,PC085,10.0.1.169,SERVER10,FILE_ACCESS,,documents,False
2026-09-01T09:38:00,U034,PC004,10.0.1.30,SERVER01,LOGIN,,,False
2026-09-01T10:03:00,U034,PC099,10.0.1.156,SERVER07,PROCESS_EXECUTION,vscode,,False
2026-09-01T10:27:00,U034,PC064,10.0.1.170,SERVER09,LOGIN,,,False
2026-09-01T10:41:00,U034,PC032,10.0.1.185,SERVER07,PROCESS_EXECUTION,office,,False
2026-09-01T10:55:00,U034,PC010,10.0.1.186,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T11:05:00,U034,PC054,10.0.1.133,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T11:16:00,U034,PC041,10.0.1.193,SERVER06,PROCESS_EXECUTION,vscode,,False
2026-09-01T11:44:00,U034,PC017,10.0.1.104,SERVER09,PROCESS_EXECUTION,office,,False
2026-09-01T12:06:00,U034,PC041,10.0.1.71,SERVER08,LOGIN,,,False
2026-09-01T12:14:00,U034,PC032,10.0.1.46,SERVER02,PROCESS_EXECUTION,office,,False
2026-09-01T09:00:00,U035,PC079,10.0.1.117,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T09:10:00,U035,PC025,10.0.1.50,SERVER08,PROCESS_EXECUTION,python,,False
2026-09-01T09:31:00,U035,PC064,10.0.1.88,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T09:36:00,U035,PC051,10.0.1.139,SERVER08,LOGIN,,,False
2026-09-01T09:48:00,U035,PC046,10.0.1.22,SERVER01,FILE_ACCESS,,projects,False
2026-09-01T10:02:00,U035,PC077,10.0.1.177,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T10:16:00,U035,PC014,10.0.1.120,SERVER03,LOGIN,,,False
2026-09-01T10:29:00,U035,PC047,10.0.1.21,SERVER07,PROCESS_EXECUTION,office,,False
2026-09-01T10:35:00,U035,PC071,10.0.1.83,SERVER02,FILE_ACCESS,,reports,False
2026-09-01T10:52:00,U035,PC098,10.0.1.150,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T11:16:00,U035,PC017,10.0.1.34,SERVER07,LOGIN,,,False
2026-09-01T11:32:00,U035,PC097,10.0.1.46,SERVER04,PROCESS_EXECUTION,python,,False
2026-09-01T09:00:00,U036,PC006,10.0.1.19,SERVER03,LOGIN,,,False
2026-09-01T09:27:00,U036,PC067,10.0.1.126,SERVER03,PROCESS_EXECUTION,office,,False
2026-09-01T09:51:00,U036,PC079,10.0.1.91,SERVER03,FILE_ACCESS,,reports,False
2026-09-01T10:08:00,U036,PC065,10.0.1.140,SERVER09,PROCESS_EXECUTION,python,,False
2026-09-01T10:28:00,U036,PC003,10.0.1.104,SERVER06,PROCESS_EXECUTION,office,,False
2026-09-01T10:54:00,U036,PC054,10.0.1.159,SERVER05,LOGIN,,,False
2026-09-01T11:24:00,U036,PC077,10.0.1.131,SERVER05,LOGIN,,,False
2026-09-01T11:49:00,U036,PC007,10.0.1.159,SERVER08,FILE_ACCESS,,projects,False
2026-09-01T11:59:00,U036,PC019,10.0.1.184,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T12:05:00,U036,PC025,10.0.1.14,SERVER08,LOGIN,,,False
2026-09-01T12:20:00,U036,PC020,10.0.1.115,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T12:38:00,U036,PC095,10.0.1.196,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T13:05:00,U036,PC027,10.0.1.153,SERVER06,FILE_ACCESS,,projects,False
2026-09-01T13:31:00,U036,PC068,10.0.1.106,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T09:00:00,U037,PC087,10.0.1.194,SERVER05,PROCESS_EXECUTION,python,,False
2026-09-01T09:24:00,U037,PC025,10.0.1.73,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T09:46:00,U037,PC039,10.0.1.83,SERVER04,PROCESS_EXECUTION,vscode,,False
2026-09-01T10:13:00,U037,PC041,10.0.1.132,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T10:35:00,U037,PC016,10.0.1.156,SERVER09,PROCESS_EXECUTION,python,,False
2026-09-01T10:52:00,U037,PC045,10.0.1.47,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T10:58:00,U037,PC045,10.0.1.123,SERVER05,PROCESS_EXECUTION,chrome,,False
2026-09-01T11:26:00,U037,PC028,10.0.1.61,SERVER09,NETWORK_CONNECTION,,,False
2026-09-01T11:39:00,U037,PC014,10.0.1.167,SERVER10,PROCESS_EXECUTION,vscode,,False
2026-09-01T11:51:00,U037,PC086,10.0.1.145,SERVER04,FILE_ACCESS,,documents,False
2026-09-01T12:16:00,U037,PC013,10.0.1.115,SERVER06,FILE_ACCESS,,documents,False
2026-09-01T12:43:00,U037,PC013,10.0.1.184,SERVER03,NETWORK_CONNECTION,,,False
2026-09-01T12:48:00,U037,PC084,10.0.1.131,SERVER08,FILE_ACCESS,,reports,False
2026-09-01T13:13:00,U037,PC042,10.0.1.83,SERVER01,FILE_ACCESS,,reports,False
2026-09-01T13:42:00,U037,PC084,10.0.1.156,SERVER04,LOGIN,,,False
2026-09-01T09:00:00,U038,PC023,10.0.1.19,SERVER07,FILE_ACCESS,,reports,False
2026-09-01T09:30:00,U038,PC024,10.0.1.84,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T09:35:00,U038,PC043,10.0.1.82,SERVER08,PROCESS_EXECUTION,chrome,,False
2026-09-01T10:00:00,U038,PC018,10.0.1.139,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T10:13:00,U038,PC043,10.0.1.51,SERVER08,FILE_ACCESS,,documents,False
2026-09-01T10:38:00,U038,PC002,10.0.1.198,SERVER06,PROCESS_EXECUTION,vscode,,False
2026-09-01T11:08:00,U038,PC023,10.0.1.166,SERVER07,PROCESS_EXECUTION,vscode,,False
2026-09-01T11:26:00,U038,PC052,10.0.1.181,SERVER02,PROCESS_EXECUTION,chrome,,False
2026-09-01T09:00:00,U039,PC042,10.0.1.73,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T09:13:00,U039,PC031,10.0.1.124,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T09:28:00,U039,PC034,10.0.1.177,SERVER06,PROCESS_EXECUTION,chrome,,False
2026-09-01T09:55:00,U039,PC086,10.0.1.40,SERVER08,FILE_ACCESS,,documents,False
2026-09-01T10:09:00,U039,PC088,10.0.1.138,SERVER05,FILE_ACCESS,,reports,False
2026-09-01T10:36:00,U039,PC082,10.0.1.85,SERVER06,LOGIN,,,False
2026-09-01T11:00:00,U039,PC018,10.0.1.132,SERVER03,FILE_ACCESS,,documents,False
2026-09-01T11:19:00,U039,PC090,10.0.1.150,SERVER08,PROCESS_EXECUTION,office,,False
2026-09-01T11:48:00,U039,PC088,10.0.1.162,SERVER02,FILE_ACCESS,,documents,False
2026-09-01T12:09:00,U039,PC068,10.0.1.190,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T09:00:00,U040,PC071,10.0.1.139,SERVER04,LOGIN,,,False
2026-09-01T09:23:00,U040,PC042,10.0.1.143,SERVER08,FILE_ACCESS,,documents,False
2026-09-01T09:31:00,U040,PC075,10.0.1.135,SERVER02,FILE_ACCESS,,projects,False
2026-09-01T09:52:00,U040,PC008,10.0.1.126,SERVER03,NETWORK_CONNECTION,,,False
2026-09-01T10:13:00,U040,PC059,10.0.1.154,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T10:35:00,U040,PC087,10.0.1.88,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T10:52:00,U040,PC096,10.0.1.65,SERVER10,PROCESS_EXECUTION,chrome,,False
2026-09-01T10:59:00,U040,PC055,10.0.1.98,SERVER02,LOGIN,,,False
2026-09-01T11:21:00,U040,PC009,10.0.1.130,SERVER01,LOGIN,,,False
2026-09-01T09:00:00,U041,PC099,10.0.1.174,SERVER07,FILE_ACCESS,,documents,False
2026-09-01T09:16:00,U041,PC058,10.0.1.106,SERVER07,NETWORK_CONNECTION,,,False
2026-09-01T09:23:00,U041,PC045,10.0.1.40,SERVER03,FILE_ACCESS,,projects,False
2026-09-01T09:45:00,U041,PC068,10.0.1.42,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T09:50:00,U041,PC039,10.0.1.128,SERVER09,LOGIN,,,False
2026-09-01T10:08:00,U041,PC030,10.0.1.73,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T10:24:00,U041,PC025,10.0.1.195,SERVER02,FILE_ACCESS,,reports,False
2026-09-01T10:30:00,U041,PC079,10.0.1.14,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T10:41:00,U041,PC013,10.0.1.162,SERVER01,LOGIN,,,False
2026-09-01T11:00:00,U041,PC032,10.0.1.199,SERVER01,LOGIN,,,False
2026-09-01T11:17:00,U041,PC030,10.0.1.148,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T11:46:00,U041,PC018,10.0.1.138,SERVER05,LOGIN,,,False
2026-09-01T11:58:00,U041,PC031,10.0.1.87,SERVER03,PROCESS_EXECUTION,python,,False
2026-09-01T12:24:00,U041,PC039,10.0.1.80,SERVER01,FILE_ACCESS,,reports,False
2026-09-01T09:00:00,U042,PC072,10.0.1.136,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T09:16:00,U042,PC068,10.0.1.91,SERVER07,NETWORK_CONNECTION,,,False
2026-09-01T09:34:00,U042,PC049,10.0.1.57,SERVER09,FILE_ACCESS,,reports,False
2026-09-01T09:54:00,U042,PC039,10.0.1.191,SERVER03,FILE_ACCESS,,documents,False
2026-09-01T10:24:00,U042,PC008,10.0.1.153,SERVER07,NETWORK_CONNECTION,,,False
2026-09-01T10:42:00,U042,PC032,10.0.1.75,SERVER04,FILE_ACCESS,,reports,False
2026-09-01T10:57:00,U042,PC058,10.0.1.104,SERVER02,LOGIN,,,False
2026-09-01T11:19:00,U042,PC035,10.0.1.106,SERVER10,FILE_ACCESS,,documents,False
2026-09-01T11:43:00,U042,PC010,10.0.1.58,SERVER10,LOGIN,,,False
2026-09-01T12:11:00,U042,PC027,10.0.1.95,SERVER05,FILE_ACCESS,,reports,False
2026-09-01T09:00:00,U043,PC016,10.0.1.132,SERVER04,FILE_ACCESS,,projects,False
2026-09-01T09:27:00,U043,PC031,10.0.1.151,SERVER06,FILE_ACCESS,,reports,False
2026-09-01T09:56:00,U043,PC060,10.0.1.146,SERVER06,PROCESS_EXECUTION,office,,False
2026-09-01T10:10:00,U043,PC066,10.0.1.137,SERVER08,PROCESS_EXECUTION,python,,False
2026-09-01T10:18:00,U043,PC098,10.0.1.91,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T10:34:00,U043,PC006,10.0.1.154,SERVER04,PROCESS_EXECUTION,office,,False
2026-09-01T11:02:00,U043,PC034,10.0.1.151,SERVER10,FILE_ACCESS,,documents,False
2026-09-01T11:25:00,U043,PC038,10.0.1.49,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T11:40:00,U043,PC073,10.0.1.72,SERVER08,FILE_ACCESS,,reports,False
2026-09-01T12:02:00,U043,PC098,10.0.1.135,SERVER08,PROCESS_EXECUTION,python,,False
2026-09-01T12:21:00,U043,PC046,10.0.1.53,SERVER03,FILE_ACCESS,,projects,False
2026-09-01T09:00:00,U044,PC083,10.0.1.25,SERVER09,FILE_ACCESS,,projects,False
2026-09-01T09:06:00,U044,PC086,10.0.1.22,SERVER01,LOGIN,,,False
2026-09-01T09:24:00,U044,PC030,10.0.1.27,SERVER03,FILE_ACCESS,,projects,False
2026-09-01T09:29:00,U044,PC059,10.0.1.105,SERVER01,FILE_ACCESS,,projects,False
2026-09-01T09:53:00,U044,PC085,10.0.1.134,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T09:58:00,U044,PC002,10.0.1.14,SERVER09,NETWORK_CONNECTION,,,False
2026-09-01T10:26:00,U044,PC003,10.0.1.138,SERVER07,PROCESS_EXECUTION,python,,False
2026-09-01T10:56:00,U044,PC013,10.0.1.144,SERVER03,FILE_ACCESS,,documents,False
2026-09-01T11:08:00,U044,PC068,10.0.1.74,SERVER06,FILE_ACCESS,,projects,False
2026-09-01T11:21:00,U044,PC011,10.0.1.105,SERVER07,NETWORK_CONNECTION,,,False
2026-09-01T11:40:00,U044,PC029,10.0.1.86,SERVER02,FILE_ACCESS,,projects,False
2026-09-01T12:05:00,U044,PC012,10.0.1.113,SERVER07,LOGIN,,,False
2026-09-01T12:22:00,U044,PC008,10.0.1.173,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T12:49:00,U044,PC064,10.0.1.121,SERVER06,FILE_ACCESS,,documents,False
2026-09-01T13:12:00,U044,PC068,10.0.1.20,SERVER04,LOGIN,,,False
2026-09-01T09:00:00,U045,PC010,10.0.1.185,SERVER05,PROCESS_EXECUTION,chrome,,False
2026-09-01T09:22:00,U045,PC023,10.0.1.90,SERVER01,LOGIN,,,False
2026-09-01T09:33:00,U045,PC051,10.0.1.29,SERVER05,FILE_ACCESS,,projects,False
2026-09-01T09:43:00,U045,PC050,10.0.1.183,SERVER09,FILE_ACCESS,,projects,False
2026-09-01T09:58:00,U045,PC097,10.0.1.199,SERVER03,NETWORK_CONNECTION,,,False
2026-09-01T10:28:00,U045,PC065,10.0.1.200,SERVER06,LOGIN,,,False
2026-09-01T10:34:00,U045,PC056,10.0.1.69,SERVER02,LOGIN,,,False
2026-09-01T10:49:00,U045,PC100,10.0.1.93,SERVER01,NETWORK_CONNECTION,,,False
2026-09-01T11:14:00,U045,PC063,10.0.1.68,SERVER06,PROCESS_EXECUTION,office,,False
2026-09-01T11:36:00,U045,PC056,10.0.1.57,SERVER10,NETWORK_CONNECTION,,,False
2026-09-01T12:02:00,U045,PC011,10.0.1.168,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T12:32:00,U045,PC010,10.0.1.31,SERVER05,FILE_ACCESS,,projects,False
2026-09-01T12:41:00,U045,PC092,10.0.1.172,SERVER03,NETWORK_CONNECTION,,,False
2026-09-01T13:09:00,U045,PC041,10.0.1.102,SERVER02,NETWORK_CONNECTION,,,False
2026-09-01T13:16:00,U045,PC040,10.0.1.123,SERVER06,LOGIN,,,False
2026-09-01T09:00:00,U046,PC017,10.0.1.32,SERVER03,LOGIN,,,False
2026-09-01T09:18:00,U046,PC072,10.0.1.152,SERVER09,NETWORK_CONNECTION,,,False
2026-09-01T09:36:00,U046,PC004,10.0.1.32,SERVER06,LOGIN,,,False
2026-09-01T09:58:00,U046,PC077,10.0.1.163,SERVER06,LOGIN,,,False
2026-09-01T10:15:00,U046,PC038,10.0.1.115,SERVER07,LOGIN,,,False
2026-09-01T10:44:00,U046,PC093,10.0.1.153,SERVER04,LOGIN,,,False
2026-09-01T11:07:00,U046,PC049,10.0.1.53,SERVER03,FILE_ACCESS,,projects,False
2026-09-01T11:20:00,U046,PC064,10.0.1.47,SERVER02,PROCESS_EXECUTION,python,,False
2026-09-01T11:30:00,U046,PC036,10.0.1.117,SERVER05,NETWORK_CONNECTION,,,False
2026-09-01T11:50:00,U046,PC047,10.0.1.74,SERVER04,LOGIN,,,False
2026-09-01T12:18:00,U046,PC077,10.0.1.167,SERVER04,NETWORK_CONNECTION,,,False
2026-09-01T12:37:00,U046,PC018,10.0.1.87,SERVER01,LOGIN,,,False
2026-09-01T09:00:00,U047,PC043,10.0.1.122,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T09:18:00,U047,PC042,10.0.1.164,SERVER04,FILE_ACCESS,,reports,False
2026-09-01T09:38:00,U047,PC051,10.0.1.91,SERVER05,PROCESS_EXECUTION,vscode,,False
2026-09-01T10:06:00,U047,PC074,10.0.1.72,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T10:23:00,U047,PC047,10.0.1.39,SERVER10,PROCESS_EXECUTION,office,,False
2026-09-01T10:34:00,U047,PC099,10.0.1.150,SERVER01,FILE_ACCESS,,projects,False
2026-09-01T11:02:00,U047,PC091,10.0.1.63,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T11:32:00,U047,PC053,10.0.1.182,SERVER08,PROCESS_EXECUTION,chrome,,False
2026-09-01T11:41:00,U047,PC033,10.0.1.178,SERVER03,PROCESS_EXECUTION,vscode,,False
2026-09-01T12:08:00,U047,PC049,10.0.1.28,SERVER08,NETWORK_CONNECTION,,,False
2026-09-01T12:32:00,U047,PC075,10.0.1.112,SERVER09,NETWORK_CONNECTION,,,False
2026-09-01T12:53:00,U047,PC070,10.0.1.19,SERVER06,NETWORK_CONNECTION,,,False
2026-09-01T13:20:00,U047,PC014,10.0.1.73,SERVER06,LOGIN,,,False
2026-09-01T09:00:00,U048,PC097,10.0.1.94,SERVER07,NETWORK_CONNECTION,,,False
2026-09-01T09:08:00,U048,PC013,10.0.1.76,SERVER04,LOGIN,,,False
2026-09-01T09:29:00,U048,PC048,10.0.1.110,SERVER08,FILE_ACCESS,,reports,False
2026-09-01T09:58:00,U048,PC004,10.0.1.133,SERVER02,FILE_ACCESS,,reports,False
2026-09-01T10:12:00,U048,PC011,10.0.1.39,SERVER03,NETWORK_CONNECTION,,,False
2026-09-01T10:28:00,U048,PC059,10.0.1.62,SERVER09,PROCESS_EXECUTION,python,,False
2026-09-01T10:48:00,U048,PC013,10.0.1.122,SERVER08,PROCESS_EXECUTION,office,,False
2026-09-01T11:03:00,U048,PC039,10.0.1.21,SERVER02,LOGIN,,,False
2026-09-01T09:00:00,U049,PC087,10.0.1.52,SERVER04,LOGIN,,,False
2026-09-01T09:21:00,U049,PC021,10.0.1.94,SERVER09,FILE_ACCESS,,projects,False
2026-09-01T09:39:00,U049,PC030,10.0.1.113,SERVER03,NETWORK_CONNECTION,,,False
2026-09-01T09:49:00,U049,PC051,10.0.1.17,SERVER10,NETWORK_CONNECTION,,,False
2026-09-01T10:00:00,U049,PC076,10.0.1.119,SERVER07,NETWORK_CONNECTION,,,False
2026-09-01T10:05:00,U049,PC036,10.0.1.190,SERVER02,FILE_ACCESS,,documents,False
2026-09-01T10:28:00,U049,PC069,10.0.1.57,SERVER06,LOGIN,,,False
2026-09-01T10:43:00,U049,PC015,10.0.1.77,SERVER08,FILE_ACCESS,,reports,False
2026-09-01T11:04:00,U049,PC079,10.0.1.110,SERVER10,PROCESS_EXECUTION,office,,False
2026-09-01T11:12:00,U049,PC059,10.0.1.168,SERVER03,PROCESS_EXECUTION,python,,False
