window_start,process_execution_frequency,network_connection_frequency,unique_processes,unique_destinations,unique_destination_ports,process_burst,network_burst,process_diversity,destination_diversity,process_network_ratio,new_processes_ratio,new_destination_ratio,established_ratio,syn_sent_ratio,closed_ratio,ioc_matches
2026-09-11T10:14:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-11T10:19:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-11T10:23:00+0000,0,7,0,5,2,0.0,1.1667,0.0,0.7143,0.0,0.0,0.7143,0.0,0.0,0.0,0
2026-09-11T10:24:00+0000,3,1,3,1,1,0.5,0.1667,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-11T10:25:00+0000,4,3,2,3,1,0.6667,0.5,0.5,1.0,1.3333,0.25,1.0,0.0,0.0,0.0,0
2026-09-11T10:28:00+0000,11,0,4,0,0,1.8333,0.0,0.3636,0.0,11.0,0.2727,0.0,0.0,0.0,0.0,0
2026-09-11T10:31:00+0000,3,0,3,0,0,0.5,0.0,1.0,0.0,3.0,0.6667,0.0,0.0,0.0,0.0,0
2026-09-11T10:32:00+0000,0,1,0,1,1,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2026-09-11T10:34:00+0000,0,2,0,1,1,0.0,0.3333,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0
2026-09-11T10:37:00+0000,2,0,2,0,0,0.3333,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-11T10:40:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-11T10:41:00+0000,28,2,25,1,1,4.6667,0.3333,0.8929,0.5,14.0,0.8571,0.5,0.0,0.0,0.0,0
2026-09-11T10:42:00+0000,2,2,2,2,1,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
2026-09-11T10:48:00+0000,2,3,2,3,2,0.3333,0.5,1.0,1.0,0.6667,1.0,0.6667,0.0,0.0,0.0,0
2026-09-11T10:49:00+0000,0,1,0,1,1,0.0,0.1667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-11T10:50:00+0000,13,16,5,3,1,2.1667,2.6667,0.3846,0.1875,0.8125,0.3846,0.125,0.0,0.0,0.0,0
2026-09-11T11:03:00+0000,4,0,4,0,0,0.6667,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-11T12:06:00+0000,4,0,3,0,0,0.6667,0.0,0.75,0.0,4.0,0.5,0.0,0.0,0.0,0.0,0
2026-09-11T12:43:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-11T12:44:00+0000,2,0,1,0,0,0.3333,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-11T12:51:00+0000,20,21,7,6,3,3.3333,3.5,0.35,0.2857,0.9524,0.3,0.2857,0.0,0.0,0.0,0
2026-09-11T12:52:00+0000,4,3,2,2,1,0.6667,0.5,0.5,0.6667,1.3333,0.25,0.0,0.0,0.0,0.0,0
2026-09-11T12:54:00+0000,2,7,1,4,2,0.3333,1.1667,0.5,0.5714,0.2857,0.0,0.4286,0.0,0.0,0.0,0
2026-09-11T12:56:00+0000,3,3,3,2,2,0.5,0.5,1.0,0.6667,1.0,1.0,0.3333,0.0,0.0,0.0,0
2026-09-11T12:57:00+0000,12,22,3,7,3,2.0,3.6667,0.25,0.3182,0.5455,0.25,0.2273,0.0,0.0,0.0,0
2026-09-11T12:58:00+0000,4,0,2,0,0,0.6667,0.0,0.5,0.0,4.0,0.5,0.0,0.0,0.0,0.0,0
2026-09-11T12:59:00+0000,1,0,1,0,0,0.1667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
2026-09-11T13:00:00+0000,5,0,5,0,0,0.8333,0.0,1.0,0.0,5.0,0.8,0.0,0.0,0.0,0.0,0
2026-09-11T13:01:00+0000,4,2,3,1,1,0.6667,0.3333,0.75,0.5,2.0,0.5,0.5,0.0,0.0,0.0,0
2026-09-11T13:02:00+0000,4,0,3,0,0,0.6667,0.0,0.75,0.0,4.0,0.5,0.0,0.0,0.0,0.0,0
2026-09-11T13:03:00+0000,2,0,1,0,0,0.3333,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
2026-09-11T13:04:00+0000,3,1,3,1,1,0.5,0.1667,1.0,1.0,3.0,0.6667,1.0,0.0,0.0,0.0,0
2026-09-11T13:05:00+0000,2,0,2,0,0,0.3333,0.0,1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0
2026-09-11T13:06:00+0000,0,1,0,1,1,0.0,0.1667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
